country,indicator_value,year,value
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2004,18161380459.7533
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2003,10123013670.9901
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2002,16586600193.114
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2001,23225846372.251
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",2000,32994718699.75
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1999,28385675614.9902
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1998,28855609916.42
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1997,18992934310.6468
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1996,12552000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1995,4859000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1994,3072000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1993,1292000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1992,2061000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1991,1103000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1990,989000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1989,1131000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1988,2804000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1987,1169000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1986,345000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1985,1441000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1984,1594000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1983,1609000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1982,2910000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1981,2520000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1980,1911000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1979,2419000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1978,2006000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1977,1833000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1976,1555000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1975,1302000000.0
BR,"Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",1974,1207900000.0
RU,GDP (current US$) [NY.GDP.MKTP.CD],2023,2021421476035.42
RU,GDP (current US$) [NY.GDP.MKTP.CD],2022,2266029240645.34
RU,GDP (current US$) [NY.GDP.MKTP.CD],2021,1843392293734.38
RU,GDP (current US$) [NY.GDP.MKTP.CD],2020,1493075894362.14
RU,GDP (current US$) [NY.GDP.MKTP.CD],2019,1693115002708.32
RU,GDP (current US$) [NY.GDP.MKTP.CD],2018,1657328773461.31
RU,GDP (current US$) [NY.GDP.MKTP.CD],2017,1574199360089.0
RU,GDP (current US$) [NY.GDP.MKTP.CD],2016,1276786350881.14
RU,GDP (current US$) [NY.GDP.MKTP.CD],2015,1363482182197.71
RU,GDP (current US$) [NY.GDP.MKTP.CD],2014,2059241589895.01
RU,GDP (current US$) [NY.GDP.MKTP.CD],2013,2292470078346.22
RU,GDP (current US$) [NY.GDP.MKTP.CD],2012,2208293553878.42
RU,GDP (current US$) [NY.GDP.MKTP.CD],2011,2045922753398.04
RU,GDP (current US$) [NY.GDP.MKTP.CD],2010,1524916715223.95
RU,GDP (current US$) [NY.GDP.MKTP.CD],2009,1222645900055.7
RU,GDP (current US$) [NY.GDP.MKTP.CD],2008,1660848058303.11
RU,GDP (current US$) [NY.GDP.MKTP.CD],2007,1299703478481.65
RU,GDP (current US$) [NY.GDP.MKTP.CD],2006,989932071352.543
RU,GDP (current US$) [NY.GDP.MKTP.CD],2005,764015973481.11
RU,GDP (current US$) [NY.GDP.MKTP.CD],2004,591016690732.385
RU,GDP (current US$) [NY.GDP.MKTP.CD],2003,430347420184.885
RU,GDP (current US$) [NY.GDP.MKTP.CD],2002,345470494417.863
RU,GDP (current US$) [NY.GDP.MKTP.CD],2001,306602070620.5
RU,GDP (current US$) [NY.GDP.MKTP.CD],2000,259710142196.943
RU,GDP (current US$) [NY.GDP.MKTP.CD],1999,195907128350.934
RU,GDP (current US$) [NY.GDP.MKTP.CD],1998,270955486862.442
RU,GDP (current US$) [NY.GDP.MKTP.CD],1997,404928954191.876
RU,GDP (current US$) [NY.GDP.MKTP.CD],1996,391724890744.498
RU,GDP (current US$) [NY.GDP.MKTP.CD],1995,395537185734.854
RU,GDP (current US$) [NY.GDP.MKTP.CD],1994,395077301248.464
RU,GDP (current US$) [NY.GDP.MKTP.CD],1993,435083713850.837
RU,GDP (current US$) [NY.GDP.MKTP.CD],1992,460290556900.726
RU,GDP (current US$) [NY.GDP.MKTP.CD],1991,517962962962.963
RU,GDP (current US$) [NY.GDP.MKTP.CD],1990,517014446227.929
RU,GDP (current US$) [NY.GDP.MKTP.CD],1989,506631299734.748
RU,GDP (current US$) [NY.GDP.MKTP.CD],1988,554828660436.137
RU,GDP (current US$) [NY.GDP.MKTP.CD],1987,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1986,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1985,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1984,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1983,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1982,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1981,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1980,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1979,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1978,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1977,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1976,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1975,
RU,GDP (current US$) [NY.GDP.MKTP.CD],1974,
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2023,13817.0458984375
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2022,15445.2421875
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2021,12521.5224609375
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2020,10108.3271484375
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2019,11447.701171875
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2018,11211.8876953125
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2017,10658.9130859375
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2016,8663.158203125
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2015,9277.7138671875
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2014,14055.47265625
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2013,15941.4482421875
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2012,15401.8515625
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2011,14305.33203125
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2010,10674.990234375
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2009,8562.82421875
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2008,11635.2841796875
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2007,9101.2392578125
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2006,6920.19970703125
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2005,5323.455078125
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2004,4102.36474609375
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2003,2975.123046875
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2002,2377.52954101563
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2001,2100.3525390625
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],2000,1771.59411621094
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1999,1330.75720214844
RU,GDP per capita (current US$) [NY.GDP.PCAP.CD],1998,1834.86181640625
